customerID,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,risk_category
3462-BJQQA,6,89.75,552.65,Month-to-month,Electronic check,Fiber optic,High Risk
4847-TAJYI,6,89.35,567.8,Month-to-month,Electronic check,Fiber optic,High Risk
8035-PWSEV,6,89.25,487.05,Month-to-month,Electronic check,Fiber optic,High Risk
9741-YLNTD,6,87.95,522.35,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
8132-YPVBX,6,85.95,514.6,Month-to-month,Mailed check,Fiber optic,Medium Risk
9957-YODKZ,6,80.8,457.1,Month-to-month,Electronic check,Fiber optic,High Risk
9152-AMKAK,6,80.25,493.4,Two year,Mailed check,DSL,Low Risk
6229-LSCKB,6,79.7,497.6,Month-to-month,Electronic check,Fiber optic,High Risk
5760-FXFVO,6,78.95,494.95,Month-to-month,Electronic check,Fiber optic,High Risk
1356-MKYSK,6,78.65,483.3,Month-to-month,Credit card (automatic),DSL,Medium Risk
1658-TJVOA,6,74.1,450.9,Month-to-month,Electronic check,Fiber optic,High Risk
8873-GLDMH,6,73.85,401.3,Month-to-month,Mailed check,Fiber optic,Medium Risk
9620-ENEJV,6,70.55,433.95,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
7326-RIGQZ,6,69.8,377.85,Month-to-month,Electronic check,Fiber optic,High Risk
3453-RTHJQ,6,69.1,435.0,Month-to-month,Electronic check,Fiber optic,High Risk
6505-OZNPG,6,63.4,348.8,Two year,Mailed check,DSL,Low Risk
0856-NAOES,6,60.9,414.1,Month-to-month,Mailed check,DSL,Medium Risk
6218-KNUBD,6,59.45,357.6,Month-to-month,Electronic check,DSL,High Risk
9780-FKVVF,6,59.15,336.7,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
2676-OXPPQ,6,55.7,335.65,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
0314-TKOSI,6,55.15,322.9,Month-to-month,Mailed check,DSL,Medium Risk
6599-SFQVE,6,55.0,340.4,Month-to-month,Electronic check,DSL,High Risk
9332-GYWLO,6,54.85,355.1,Month-to-month,Electronic check,DSL,High Risk
7351-MHQVU,6,50.95,307.6,Month-to-month,Credit card (automatic),DSL,Medium Risk
0096-BXERS,6,50.35,314.55,Month-to-month,Electronic check,DSL,High Risk
9375-MHRRS,6,50.05,288.35,Month-to-month,Mailed check,DSL,Medium Risk
5600-PDUJF,6,49.5,312.7,Month-to-month,Credit card (automatic),DSL,Medium Risk
0311-QYWSS,6,49.45,314.6,Month-to-month,Electronic check,DSL,High Risk
8124-NZVGJ,6,49.25,255.6,One year,Mailed check,DSL,Low Risk
9644-UMGQA,6,49.15,295.65,Month-to-month,Electronic check,DSL,High Risk
2720-FVBQP,6,48.95,273.25,Month-to-month,Credit card (automatic),DSL,Medium Risk
7742-MYPGI,6,48.8,297.35,Month-to-month,Mailed check,DSL,Medium Risk
7554-AKDQF,6,45.65,323.45,Month-to-month,Mailed check,DSL,Medium Risk
4647-XXZAM,6,45.5,285.2,Month-to-month,Mailed check,DSL,Medium Risk
4257-GAESD,6,45.0,298.7,Month-to-month,Credit card (automatic),DSL,Medium Risk
3258-SANFR,6,44.7,276.5,Month-to-month,Credit card (automatic),DSL,Medium Risk
2235-DWLJU,6,44.4,263.05,Month-to-month,Electronic check,DSL,High Risk
7816-VGHTO,6,40.55,217.5,Two year,Mailed check,DSL,Low Risk
6624-JDRDS,6,29.45,161.45,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
1222-LRYKO,6,26.35,184.05,Month-to-month,Mailed check,No,Medium Risk
3283-WCWXT,6,25.4,153.3,Two year,Mailed check,No,Low Risk
9575-IWCAZ,6,25.1,171.0,One year,Mailed check,No,Low Risk
5955-EPOAZ,6,20.95,109.5,Month-to-month,Mailed check,No,Medium Risk
2928-HLDBA,6,20.7,112.75,Month-to-month,Mailed check,No,Medium Risk
6490-FGZAT,6,20.65,109.3,Month-to-month,Mailed check,No,Medium Risk
7435-ZNUYY,6,20.6,116.6,One year,Mailed check,No,Low Risk
2030-BTZRO,6,20.4,107.6,Two year,Credit card (automatic),No,Low Risk
1641-BYBTK,6,20.2,98.35,Month-to-month,Mailed check,No,Medium Risk
5850-BDWCY,6,20.2,123.65,Month-to-month,Mailed check,No,Medium Risk
7787-BNTZM,6,20.15,130.5,Month-to-month,Bank transfer (automatic),No,Medium Risk
2587-YNLES,6,20.1,100.35,Two year,Mailed check,No,Low Risk
6972-SNKKW,6,20.0,109.2,Month-to-month,Mailed check,No,Medium Risk
6164-HXUGH,6,19.85,119.3,Month-to-month,Mailed check,No,Medium Risk
4020-KIUDI,6,19.85,138.85,Month-to-month,Credit card (automatic),No,Medium Risk
7623-HKYRK,6,19.7,111.65,Month-to-month,Mailed check,No,Medium Risk
9970-QBCDA,6,19.7,129.55,Month-to-month,Credit card (automatic),No,Medium Risk
3077-RSNTJ,6,19.7,113.5,Month-to-month,Mailed check,No,Medium Risk
7762-ONLJY,6,19.7,94.45,One year,Mailed check,No,Low Risk
4719-UMSIY,6,19.65,100.9,Month-to-month,Mailed check,No,Medium Risk
9150-KPBJQ,6,19.65,116.85,Two year,Credit card (automatic),No,Low Risk
1345-GKDZZ,6,19.55,128.6,Month-to-month,Mailed check,No,Medium Risk
7196-LIWRH,6,19.55,124.45,Two year,Mailed check,No,Low Risk
3724-UCSHY,6,19.55,122.9,Month-to-month,Mailed check,No,Medium Risk
6806-YDEUL,6,19.5,106.8,Month-to-month,Bank transfer (automatic),No,Medium Risk
0895-LNKRC,6,19.45,113.5,One year,Mailed check,No,Low Risk
2862-JVEOY,6,19.15,124.4,One year,Mailed check,No,Low Risk
0661-KQHNK,6,19.0,105.5,One year,Credit card (automatic),No,Low Risk
7968-QUXNS,6,18.95,110.15,Month-to-month,Mailed check,No,Medium Risk
0722-SVSFK,7,100.4,715.0,Month-to-month,Electronic check,Fiber optic,High Risk
4060-LDNLU,7,96.2,639.7,Month-to-month,Electronic check,Fiber optic,High Risk
8161-QYMTT,7,94.1,701.3,Month-to-month,Electronic check,Fiber optic,High Risk
9979-RGMZT,7,94.05,633.45,One year,Mailed check,Fiber optic,Low Risk
4115-NZRKS,7,89.15,574.35,Month-to-month,Electronic check,Fiber optic,High Risk
0187-QSXOE,7,89.0,605.45,Month-to-month,Electronic check,Fiber optic,High Risk
2123-AGEEN,7,84.35,609.65,Month-to-month,Electronic check,Fiber optic,High Risk
4646-QZXTF,7,81.25,580.1,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
4059-IIEBK,7,78.55,522.95,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
2272-UOINI,7,78.5,571.05,Month-to-month,Electronic check,DSL,High Risk
4431-EDMIQ,7,75.7,554.05,Month-to-month,Electronic check,DSL,High Risk
2077-MPJQO,7,75.4,533.05,Month-to-month,Electronic check,Fiber optic,High Risk
0840-DFEZH,7,75.35,564.65,Month-to-month,Electronic check,Fiber optic,High Risk
8325-QRPZR,7,75.15,525.0,Month-to-month,Electronic check,Fiber optic,High Risk
1475-VWVDO,7,74.9,490.55,Month-to-month,Electronic check,Fiber optic,High Risk
9334-GWGOW,7,74.85,485.25,Month-to-month,Electronic check,Fiber optic,High Risk
4343-EJVQB,7,74.35,533.6,Month-to-month,Mailed check,Fiber optic,Medium Risk
1410-RSCMR,7,71.35,515.75,Month-to-month,Credit card (automatic),DSL,Medium Risk
1077-HUUJM,7,71.05,472.65,Month-to-month,Electronic check,Fiber optic,High Risk
0958-YHXGP,7,69.9,497.3,Month-to-month,Mailed check,Fiber optic,Medium Risk
5605-IYGFG,7,69.85,515.45,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
3701-SFMUH,7,69.7,516.15,Month-to-month,Credit card (automatic),DSL,Medium Risk
4291-SHSBH,7,69.55,521.35,Month-to-month,Electronic check,Fiber optic,High Risk
2969-WGHQO,7,69.45,477.05,One year,Electronic check,DSL,Low Risk
5044-LRQAQ,7,69.2,477.55,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
8993-IZEUX,7,69.15,488.65,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
8160-HOWOX,7,66.85,458.1,Month-to-month,Electronic check,DSL,High Risk
7351-KYHQH,7,64.95,493.65,Month-to-month,Electronic check,DSL,High Risk
7319-VENRZ,7,64.3,445.95,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7905-NJMXS,7,64.2,475.0,Month-to-month,Electronic check,DSL,High Risk
5309-TAIKL,7,62.8,418.3,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
0567-GGCAC,7,61.4,438.9,Month-to-month,Electronic check,DSL,High Risk
7629-WIXZF,7,59.1,369.25,One year,Electronic check,DSL,Low Risk
0274-JKUJR,7,58.85,465.7,Month-to-month,Mailed check,DSL,Medium Risk
4320-QMLLA,7,54.85,370.4,Month-to-month,Mailed check,DSL,Medium Risk
6135-OZQVA,7,53.65,404.35,Month-to-month,Electronic check,DSL,High Risk
5816-SCGFC,7,51.3,419.35,Month-to-month,Mailed check,DSL,Medium Risk
6497-TILVL,7,50.7,350.35,Month-to-month,Mailed check,DSL,Medium Risk
1848-LBZHY,7,50.3,355.1,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7021-XSNYE,7,49.65,305.55,Two year,Credit card (automatic),DSL,Low Risk
1355-KUSBG,7,48.8,349.8,Month-to-month,Electronic check,DSL,High Risk
0015-UOCOJ,7,48.2,340.35,Month-to-month,Electronic check,DSL,High Risk
0999-QXNSA,7,45.75,344.2,Month-to-month,Mailed check,DSL,Medium Risk
1919-RTPQD,7,44.75,333.65,Month-to-month,Electronic check,DSL,High Risk
8242-JSVBO,7,44.65,322.5,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
5533-NHFRF,7,44.4,265.8,Month-to-month,Electronic check,DSL,High Risk
8887-IPQNC,7,44.25,313.45,Month-to-month,Mailed check,DSL,Medium Risk
4452-QIIEB,7,43.9,278.4,Month-to-month,Mailed check,DSL,Medium Risk
7492-TAFJD,7,38.55,280.0,Two year,Mailed check,DSL,Low Risk
2259-OUUSZ,7,35.5,249.55,One year,Credit card (automatic),DSL,Low Risk
1397-XKKWR,7,35.3,264.8,One year,Mailed check,DSL,Low Risk
8259-NFJTV,7,34.65,246.6,Month-to-month,Mailed check,DSL,Medium Risk
1976-AZZPJ,7,34.2,256.6,Month-to-month,Mailed check,DSL,Medium Risk
0909-SDHNU,7,29.8,201.95,Month-to-month,Mailed check,DSL,Medium Risk
2826-DXLQO,7,29.8,220.45,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
1329-VHWNP,7,25.05,189.95,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
9027-YFHQJ,7,25.05,152.95,Month-to-month,Bank transfer (automatic),No,Medium Risk
5215-LNLDJ,7,24.7,149.05,Month-to-month,Electronic check,DSL,High Risk
9795-VOWON,7,24.35,150.85,One year,Credit card (automatic),DSL,Low Risk
6258-NGCNG,7,23.5,173.0,Month-to-month,Mailed check,No,Medium Risk
0750-EKNGL,7,20.75,141.1,Month-to-month,Mailed check,No,Medium Risk
3530-CRZSB,7,20.65,155.9,Month-to-month,Mailed check,No,Medium Risk
3012-VFFMN,7,20.65,158.95,Month-to-month,Mailed check,No,Medium Risk
2351-RRBUE,7,20.65,134.05,One year,Mailed check,No,Low Risk
3750-YHRYO,7,20.65,150.0,One year,Mailed check,No,Low Risk
5774-XZTQC,7,20.45,150.75,Month-to-month,Mailed check,No,Medium Risk
6671-NGWON,7,20.35,150.6,Month-to-month,Mailed check,No,Medium Risk
7353-YOWFP,7,20.25,129.15,One year,Mailed check,No,Low Risk
4797-MIWUM,7,20.25,174.7,Month-to-month,Bank transfer (automatic),No,Medium Risk
4732-RRJZC,7,20.25,144.35,Month-to-month,Mailed check,No,Medium Risk
4291-YZODP,7,20.05,96.8,One year,Mailed check,No,Low Risk
9788-YTFGE,7,19.95,147.5,Month-to-month,Mailed check,No,Medium Risk
2673-ZALNP,7,19.9,173.15,One year,Mailed check,No,Low Risk
8314-HTWVE,7,19.85,144.15,Two year,Mailed check,No,Low Risk
2550-QHZGP,7,19.5,128.6,One year,Mailed check,No,Low Risk
3546-GHEAE,7,19.45,165.35,Two year,Mailed check,No,Low Risk
1015-JPFYW,7,19.45,136.75,One year,Mailed check,No,Low Risk
8295-FHIVV,7,19.4,168.65,Month-to-month,Mailed check,No,Medium Risk
2320-YKQBO,7,19.3,144.95,Month-to-month,Mailed check,No,Medium Risk
1386-ZIKUV,7,18.95,130.55,Month-to-month,Mailed check,No,Medium Risk
2754-SDJRD,8,100.15,908.55,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
5168-MSWXT,8,94.75,759.55,Month-to-month,Electronic check,Fiber optic,High Risk
4813-HQMGZ,8,90.25,743.75,Month-to-month,Electronic check,Fiber optic,High Risk
4884-ZTHVF,8,87.1,713.6,Month-to-month,Electronic check,Fiber optic,High Risk
7994-UYIVZ,8,85.65,659.45,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
1200-TUZHR,8,85.2,695.75,Month-to-month,Electronic check,Fiber optic,High Risk
6496-JDSSB,8,80.0,624.6,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
4526-RMTLL,8,76.15,645.8,Two year,Credit card (automatic),DSL,Low Risk
8584-KMVXD,8,75.6,535.55,Month-to-month,Electronic check,Fiber optic,High Risk
3199-XGZCY,8,75.25,576.7,Month-to-month,Electronic check,Fiber optic,High Risk
9552-TGUZV,8,75.0,658.1,Month-to-month,Mailed check,Fiber optic,Medium Risk
3030-YDNRM,8,74.85,572.45,Month-to-month,Electronic check,Fiber optic,High Risk
5405-ZMYXQ,8,74.6,548.9,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
4480-QQRHC,8,74.05,600.15,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
8541-QVFKM,8,73.5,632.2,Month-to-month,Electronic check,Fiber optic,High Risk
7967-HYCDE,8,70.7,553.4,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
9796-BPKIW,8,69.95,562.7,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
1016-DJTSV,8,69.7,572.85,Month-to-month,Electronic check,Fiber optic,High Risk
3780-YVMFA,8,68.55,564.35,Month-to-month,Electronic check,DSL,High Risk
1907-YLNYW,8,66.7,579.0,Month-to-month,Electronic check,DSL,High Risk
4226-KKDON,8,66.65,520.95,Month-to-month,Electronic check,DSL,High Risk
2373-NTKOD,8,66.25,546.45,Month-to-month,Electronic check,DSL,High Risk
7797-EJMDP,8,66.05,574.5,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
6854-EXGSF,8,65.5,573.15,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
8792-AOROI,8,65.5,564.35,Two year,Mailed check,DSL,Low Risk
5568-DMXZS,8,65.45,554.45,Month-to-month,Electronic check,DSL,High Risk
1465-LNTLJ,8,64.4,581.7,Month-to-month,Credit card (automatic),DSL,Medium Risk
3629-WEAAM,8,64.1,504.05,Month-to-month,Mailed check,DSL,Medium Risk
9489-UTFKA,8,60.9,551.95,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
1849-RJYIG,8,60.0,487.75,Month-to-month,Electronic check,DSL,High Risk
7318-EIVKO,8,59.25,436.6,Month-to-month,Electronic check,DSL,High Risk
2680-XKKNJ,8,58.2,469.25,One year,Bank transfer (automatic),DSL,Low Risk
3272-VUHPV,8,56.3,401.5,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
9415-TPKRV,8,55.75,446.8,Month-to-month,Electronic check,DSL,High Risk
5515-RUGKN,8,54.75,438.05,Month-to-month,Credit card (automatic),DSL,Medium Risk
4280-DLSHD,8,54.75,445.85,Month-to-month,Mailed check,DSL,Medium Risk
5590-ZSKRV,8,54.65,482.25,Month-to-month,Mailed check,DSL,Medium Risk
0277-BKSQP,8,54.4,475.1,Month-to-month,Electronic check,DSL,High Risk
3354-OADJP,8,54.25,447.75,One year,Bank transfer (automatic),DSL,Low Risk
6483-OATDN,8,51.3,411.6,Month-to-month,Credit card (automatic),DSL,Medium Risk
3345-PBBFH,8,49.55,393.45,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
5780-INQIK,8,49.4,408.25,Month-to-month,Electronic check,DSL,High Risk
1767-TGTKO,8,45.45,411.75,Month-to-month,Electronic check,DSL,High Risk
4608-LCIMN,8,44.65,369.15,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
0895-UADGO,8,44.55,343.45,Two year,Mailed check,DSL,Low Risk
8455-HIRAQ,8,44.45,369.3,Month-to-month,Mailed check,DSL,Medium Risk
9327-QSDED,8,43.55,335.4,Month-to-month,Mailed check,DSL,Medium Risk
4544-RXFMG,8,43.45,345.5,One year,Mailed check,DSL,Low Risk
2761-XECQW,8,43.35,371.4,Month-to-month,Mailed check,DSL,Medium Risk
7634-WSWDB,8,38.5,330.8,Month-to-month,Electronic check,DSL,High Risk
5133-VRSAB,8,29.35,216.45,Month-to-month,Mailed check,DSL,Medium Risk
7421-ZLUPA,8,29.25,226.95,Month-to-month,Mailed check,DSL,Medium Risk
6464-KEXXH,8,25.25,186.3,Month-to-month,Credit card (automatic),DSL,Medium Risk
7089-RKVSZ,8,24.4,203.95,One year,Mailed check,No,Low Risk
1045-LTCYT,8,21.05,139.75,Month-to-month,Credit card (automatic),No,Medium Risk
9030-QGZNL,8,20.85,161.65,Two year,Mailed check,No,Low Risk
1614-JBEBI,8,20.7,137.6,Month-to-month,Mailed check,No,Medium Risk
7140-ADSMJ,8,20.45,162.3,Month-to-month,Credit card (automatic),No,Medium Risk
1850-AKQEP,8,20.35,178.7,Month-to-month,Mailed check,No,Medium Risk
8388-DMKAE,8,20.25,174.65,Two year,Mailed check,No,Low Risk
5345-BMKWB,8,20.25,158.35,Month-to-month,Mailed check,No,Medium Risk
2926-JEJJC,8,20.2,140.95,One year,Bank transfer (automatic),No,Low Risk
0224-NIJLP,8,20.15,165.5,Two year,Mailed check,No,Low Risk
2717-HVIZY,8,20.05,163.6,Month-to-month,Mailed check,No,Medium Risk
2017-CCBLH,8,20.0,141.6,Two year,Mailed check,No,Low Risk
4694-PHWFW,8,19.95,170.9,Month-to-month,Mailed check,No,Medium Risk
7677-SJJJK,8,19.9,153.95,One year,Credit card (automatic),No,Low Risk
5726-CVNYA,8,19.85,146.6,Two year,Mailed check,No,Low Risk
1226-JZNKR,8,19.8,160.05,One year,Electronic check,No,Low Risk
3981-QSVQI,8,19.7,168.9,Month-to-month,Bank transfer (automatic),No,Medium Risk
5647-URDKA,8,19.7,130.25,Two year,Mailed check,No,Low Risk
2466-NEJOJ,8,19.65,169.75,Month-to-month,Credit card (automatic),No,Medium Risk
8148-WOCMK,8,19.6,125.0,Two year,Credit card (automatic),No,Low Risk
4365-MSDYN,8,19.55,161.15,Month-to-month,Bank transfer (automatic),No,Medium Risk
7337-CINUD,8,19.5,159.35,Two year,Bank transfer (automatic),No,Low Risk
2229-DPMBI,8,19.5,162.15,Two year,Mailed check,No,Low Risk
4801-KFYKL,8,19.45,159.2,Month-to-month,Bank transfer (automatic),No,Medium Risk
1735-XMJVH,8,19.35,152.6,Month-to-month,Mailed check,No,Medium Risk
9498-FIMXL,8,19.2,161.95,One year,Mailed check,No,Low Risk
6979-TNDEU,8,19.2,156.85,Month-to-month,Mailed check,No,Medium Risk
2005-DWQZJ,8,19.05,201.7,Two year,Mailed check,No,Low Risk
2018-PZKMU,9,103.1,970.45,Month-to-month,Electronic check,Fiber optic,High Risk
9547-ITEFG,9,102.6,897.75,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
8118-TJAFG,9,101.5,906.85,Month-to-month,Electronic check,Fiber optic,High Risk
4445-ZJNMU,9,99.3,918.75,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
7426-RHZGU,9,95.9,827.45,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
8087-LGYHQ,9,94.05,811.65,Month-to-month,Electronic check,Fiber optic,High Risk
5141-ZUVBH,9,93.0,870.25,Month-to-month,Bank transfer (automatic),Fiber optic,Medium Risk
2252-ISRNH,9,90.35,767.9,One year,Electronic check,Fiber optic,Low Risk
6969-MVBAI,9,90.1,816.8,Month-to-month,Electronic check,Fiber optic,High Risk
4633-MKHYU,9,88.4,788.6,Month-to-month,Mailed check,Fiber optic,Medium Risk
4123-DVHPH,9,88.05,801.3,Month-to-month,Electronic check,Fiber optic,High Risk
3914-FDRHP,9,86.25,770.5,Month-to-month,Electronic check,Fiber optic,High Risk
2215-ZAFGX,9,85.5,791.7,Month-to-month,Electronic check,Fiber optic,High Risk
2959-FENLU,9,85.3,781.4,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
4299-SIMNS,9,81.15,784.45,Month-to-month,Electronic check,Fiber optic,High Risk
0570-BFQHT,9,80.55,653.9,Month-to-month,Electronic check,Fiber optic,High Risk
7363-QTBIW,9,79.75,769.1,Month-to-month,Electronic check,Fiber optic,High Risk
2688-BHGOG,9,79.55,718.55,Month-to-month,Electronic check,Fiber optic,High Risk
1219-NNDDO,9,76.85,663.55,Month-to-month,Electronic check,Fiber optic,High Risk
5928-QLDHB,9,76.25,684.85,Month-to-month,Electronic check,Fiber optic,High Risk
7354-OIJLX,9,75.85,724.65,Month-to-month,Electronic check,Fiber optic,High Risk
5022-JNQEQ,9,75.85,647.5,Month-to-month,Electronic check,Fiber optic,High Risk
3987-KQDDU,9,75.6,661.55,Month-to-month,Electronic check,Fiber optic,High Risk
7020-OZKXZ,9,75.5,637.4,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
0196-JTUQI,9,75.2,633.85,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
8778-LMWTJ,9,74.85,708.2,Month-to-month,Electronic check,Fiber optic,High Risk
6860-YRJZP,9,74.05,678.45,Month-to-month,Electronic check,Fiber optic,High Risk
6339-YPSAH,9,73.8,704.3,Month-to-month,Electronic check,Fiber optic,High Risk
8270-RKSAP,9,70.5,597.9,Month-to-month,Electronic check,Fiber optic,High Risk
5895-QSXOD,9,70.05,657.5,Month-to-month,Mailed check,Fiber optic,Medium Risk
1304-BCCFO,9,70.05,564.4,Month-to-month,Mailed check,DSL,Medium Risk
5186-EJEGL,9,69.5,653.25,Month-to-month,Mailed check,DSL,Medium Risk
0013-MHZWF,9,69.4,571.45,Month-to-month,Credit card (automatic),DSL,Medium Risk
8990-ZXLSU,9,69.05,651.5,Month-to-month,Electronic check,Fiber optic,High Risk
9643-YBLUR,9,69.05,653.95,Month-to-month,Credit card (automatic),DSL,Medium Risk
6439-LAJXL,9,68.95,593.85,Month-to-month,Mailed check,DSL,Medium Risk
0701-TJSEF,9,68.25,576.95,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
0002-ORFBO,9,65.6,593.3,One year,Mailed check,DSL,Low Risk
4283-IVYCI,9,64.95,547.8,Month-to-month,Mailed check,DSL,Medium Risk
0003-MKNFE,9,59.9,542.4,Month-to-month,Mailed check,DSL,Medium Risk
5778-BVOFB,9,59.5,530.05,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
3173-NVMPX,9,55.3,501.2,Month-to-month,Mailed check,DSL,Medium Risk
3948-FVVRP,9,54.8,452.8,Month-to-month,Mailed check,DSL,Medium Risk
7054-ENNGU,9,50.85,466.6,Month-to-month,Mailed check,DSL,Medium Risk
8314-DPQHL,9,50.8,463.6,One year,Mailed check,DSL,Low Risk
8344-WFMFH,9,50.1,484.05,Month-to-month,Electronic check,DSL,High Risk
0423-UDIJQ,9,49.2,447.9,Month-to-month,Mailed check,DSL,Medium Risk
7102-JJVTX,9,48.6,422.3,One year,Mailed check,DSL,Low Risk
3589-PPVKW,9,44.4,348.15,Month-to-month,Mailed check,DSL,Medium Risk
4570-QHXHL,9,43.75,405.7,Month-to-month,Electronic check,DSL,High Risk
9026-LHEVG,9,40.75,359.4,Month-to-month,Electronic check,DSL,High Risk
0373-AIVNJ,9,39.55,373.0,One year,Mailed check,DSL,Low Risk
1335-NTIUC,9,24.95,190.25,Month-to-month,Electronic check,DSL,High Risk
3055-MJDSB,9,24.6,190.1,Month-to-month,Mailed check,DSL,Medium Risk
6549-YMFAW,9,21.25,204.55,Month-to-month,Mailed check,No,Medium Risk
1385-TQOZW,9,20.45,147.55,Month-to-month,Credit card (automatic),No,Medium Risk
4568-TTZRT,9,20.4,181.8,Month-to-month,Mailed check,No,Medium Risk
8735-NBLWT,9,20.4,184.1,Month-to-month,Mailed check,No,Medium Risk
5057-RKGLH,9,20.35,191.1,Two year,Mailed check,No,Low Risk
6278-FEPBZ,9,20.25,186.15,Month-to-month,Mailed check,No,Medium Risk
4537-CIBHB,9,20.25,172.35,One year,Mailed check,No,Low Risk
8631-XVRZL,9,20.15,163.7,One year,Mailed check,No,Low Risk
2791-SFVEW,9,20.15,238.15,Month-to-month,Bank transfer (automatic),No,Medium Risk
9483-GCPWE,9,20.1,190.25,One year,Mailed check,No,Low Risk
6202-JVYEU,9,19.9,164.6,One year,Electronic check,No,Low Risk
0310-VQXAM,9,19.85,178.8,Month-to-month,Mailed check,No,Medium Risk
8075-GXIUB,9,19.85,183.15,One year,Credit card (automatic),No,Low Risk
3352-RICWQ,9,19.75,210.65,Two year,Mailed check,No,Low Risk
5396-IZEPB,9,19.7,180.7,Month-to-month,Credit card (automatic),No,Medium Risk
9424-CMPOG,9,19.6,197.4,Two year,Mailed check,No,Low Risk
5624-RYAMH,9,19.5,178.85,Month-to-month,Electronic check,No,High Risk
7727-SHVZV,9,19.5,150.35,Month-to-month,Bank transfer (automatic),No,Medium Risk
1991-VOPLL,9,19.05,157.65,Month-to-month,Mailed check,No,Medium Risk
3587-PMCOY,10,98.9,1064.95,One year,Electronic check,Fiber optic,Low Risk
1960-UYCNN,10,95.25,1021.55,Month-to-month,Electronic check,Fiber optic,High Risk
5183-SNMJQ,10,95.1,865.1,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
6818-DJXAA,10,91.1,964.35,Month-to-month,Electronic check,Fiber optic,High Risk
2657-VPXTA,10,88.85,929.45,Month-to-month,Electronic check,Fiber optic,High Risk
8734-DKSTZ,10,85.95,858.6,Month-to-month,Electronic check,Fiber optic,High Risk
7410-OIEDU,10,79.85,887.35,Month-to-month,Mailed check,Fiber optic,Medium Risk
9773-PEQBZ,10,79.85,797.25,Month-to-month,Electronic check,Fiber optic,High Risk
5606-AMZBO,10,78.15,765.15,Month-to-month,Credit card (automatic),Fiber optic,Medium Risk
5652-MSDEY,10,75.75,777.3,Month-to-month,Mailed check,Fiber optic,Medium Risk
9518-XXBXE,10,75.3,720.45,Month-to-month,Electronic check,Fiber optic,High Risk
9494-MRNYX,10,75.05,786.3,Month-to-month,Electronic check,Fiber optic,High Risk
3898-BSJYF,10,73.55,693.3,One year,Credit card (automatic),DSL,Low Risk
3468-DRVQJ,10,70.3,676.15,One year,Electronic check,DSL,Low Risk
9272-LSVYH,10,70.15,735.5,Month-to-month,Mailed check,Fiber optic,Medium Risk
1436-ZMJAN,10,67.8,653.15,Month-to-month,Credit card (automatic),DSL,Medium Risk
7919-ZODZZ,10,65.9,660.05,One year,Mailed check,DSL,Low Risk
9700-ISPUP,10,65.5,616.9,Month-to-month,Electronic check,DSL,High Risk
5081-NWSUP,10,64.9,685.55,One year,Mailed check,DSL,Low Risk
7143-BQIBA,10,62.25,612.95,Month-to-month,Bank transfer (automatic),DSL,Medium Risk
7766-CLTIC,10,60.95,629.55,Month-to-month,Mailed check,DSL,Medium Risk
8049-WJCLQ,10,60.2,563.5,Month-to-month,Mailed check,DSL,Medium Risk
5424-RLQLC,10,59.65,638.95,Month-to-month,Mailed check,DSL,Medium Risk
